,rest_name,rest_category,rest_number,rest_address,rest_location,rest_rating,rest_density,recommend
1951,카페이안,경양식,02  541 8778,서울특별시 강남구 청담동 132-19번지 지상2층 ,"[37.5210225, 127.0571261]",65.51,62.49,63.396
1952,이대팔 쭈꾸미,한식,02  549 7555,서울특별시 강남구 논현동 182-0번지 지상1층 103호 ,"[37.5069181, 127.0243706]",89.22,69.5,75.416
1953,시골밥상,한식,02  501 2174,서울특별시 강남구 역삼동 785-21번지 지상2층 ,"[37.4939775, 127.0452462]",87.36,53.0,63.30799999999999
1954,란수사,일식,02  567 5246,서울특별시 강남구 역삼동 674-17번지 12층 ,"[37.503891, 127.0405891]",75.81,15.71,33.739999999999995
1955,제주섬애,한식,02  540 5344,서울특별시 강남구 논현동 82-20번지 지상1층 ,"[37.51542329999999, 127.0323908]",53.38,64.45,61.129000000000005
1956,비랩,일식,02  569 1233,서울특별시 강남구 역삼동 817-1번지 지상2층 ,"[37.5005441, 127.027532]",54.02,63.64,60.75399999999999
1957,삼삼,일식,02  546 0306,서울특별시 강남구 신사동 636-14번지 라이프빌딩 1층 ,"[37.526763, 127.0376871]",78.59,40.1,51.647000000000006
1958,참사리 칼국수,한식,02  567 8865,서울특별시 강남구 역삼동 739-2번지 지상2층 ,"[37.4988355, 127.0363042]",71.26,59.3,62.888
1959,맛도푸르다,경양식,02  515 9710,서울특별시 강남구 삼성동 10-25번지 지상1층 ,"[37.51454520000001, 127.0437252]",65.37,53.13,56.80200000000001
1960,명동칼국수 샤브샤브,한식,02  34781010,서울특별시 강남구 삼성동 36-25번지 프러스원센터 지하1층 ,"[37.5115481, 127.0449262]",98.97,66.63,76.332
1961,치킨매니아 수서일원점,통닭(치킨),02  22269292,서울특별시 강남구 수서동 738번지 동익아파트상가 지하678910호 ,"[37.4852813, 127.0966796]",91.75,0.09,27.587999999999997
1962,경복궁도곡점(주)엔타스시스템,한식,02  570 9677,서울특별시 강남구 도곡동 168번지 ,"[37.4884099, 127.0487094]",89.47,16.31,38.257999999999996
1963,우돈청,경양식,02  544 5505,서울특별시 강남구 신사동 642-8번지 미보담플라자 구관101호 ,"[37.5203767, 127.0489491]",56.87,32.29,39.664
1964,리원,중국식,02  539 1123,서울특별시 강남구 역삼동 824-39번지 동영빌딩 1층 ,"[37.4945588, 127.0357472]",75.91,93.62,88.307
1965,소공동직화구이와뚝배기,한식,02  515 7592,서울특별시 강남구 신사동 636-17번지 지하1층 ,"[37.5275815, 127.0350713]",64.97,89.29,81.994
1966,훠궈나라 강남점,경양식,02  566 7545,서울특별시 강남구 역삼동 813-8번지 소현빌딩 2층 ,"[37.5023963, 127.0265127]",91.51,36.6,53.073
1967,라찌,한식,02  547 7019,서울특별시 강남구 신사동 514-18번지 지하1층 ,"[37.5171478, 127.021225]",97.8,32.21,51.887
1968,베베(Be Ber),한식,02  34470888,서울특별시 강남구 청담동 88-8번지 1층 ,"[37.52442260000001, 127.040514]",83.52,78.06,79.698
1969,루조,패스트푸드,7041267766,서울특별시 강남구 신사동 638-9번지 1층 ,"[37.5285487, 127.0350113]",50.71,47.94,48.771
1970,마구로,일식,02  511 1524,서울특별시 강남구 신사동 579-3번지 베네하임 지층105호 ,"[37.5262971, 127.0274535]",85.31,72.75,76.518
1971,타비타비,일식,02  547 2806,서울특별시 강남구 청담동 31-19번지 대유빌딩 지하1층 ,"[37.507404, 127.022578]",68.59,43.37,50.93599999999999
1972,스파게티스토리,분식,02  561 2303,서울특별시 강남구 대치동 920-22번지 지상1층 ,"[37.4993857, 127.053311]",56.49,1.38,17.913
1973,가미우마,경양식,02  511 0560,서울특별시 강남구 논현동 225-6번지 강남YMCA 지상1층 ,"[37.51054269999999, 127.0357988]",69.44,63.35,65.17699999999999
1974,주식회사 팔레드고몽,경양식,02  549 5252,서울특별시 강남구 청담동 118-9번지 지상1층 ,"[37.5257176, 127.0471033]",93.25,11.06,35.717
1975,속초청정물회,일식,02  562 3365,서울특별시 강남구 역삼동 754-2번지 지상1층114115호 ,"[37.4985129, 127.0479773]",98.83,47.99,63.24199999999999
1976,황태명가,한식,02  517 9262,서울특별시 강남구 삼성동 107번지 미켈란빌딩 지하106호 ,"[37.5145426, 127.0606852]",80.75,76.21,77.57199999999999
1977,막퍼주는집,한식,02  566 7756,서울특별시 강남구 역삼동 776-17번지 지하1층 ,"[37.4943718, 127.0401884]",56.04,76.87,70.621
1978,집,경양식,02  541 1141,서울특별시 강남구 청담동 112-7번지 지상1층 ,"[37.5272904, 127.0492963]",98.0,61.32,72.324
1979,양식당더램키친,경양식,02  34459283,서울특별시 강남구 신사동 529-6번지 ,"[37.5229876, 127.0213388]",57.58,64.29,62.277
1980,양자강,중국식,02  566 8116,서울특별시 강남구 역삼동 719-9번지 외1필지 지상2층 ,"[37.5010846, 127.0403049]",87.96,5.02,29.901999999999997
1981,오뎅과 사케,한식,02  538 9877,서울특별시 강남구 대치동 990-0번지 삼성상가1층108호 ,"[37.4991258, 127.0629873]",86.29,28.19,45.620000000000005
1982,한티옥,한식,02  552 5289,서울특별시 강남구 대치동 1024-4 강원빌딩 지상1층,"[37.4970447, 127.0562416]",78.29,50.37,58.745999999999995
1983,하루,경양식,02  34439622,서울특별시 강남구 대치동 943-13번지 지하1층 ,"[37.5063988, 127.0590983]",92.07,23.43,44.022
1984,상하이짬뽕,중국식,02  566 5356,서울특별시 강남구 대치동 994-8번지 지상1층 5호 ,"[37.4986158, 127.0681054]",70.89,81.33,78.198
1985,주식회사 이코복스커피신사점,경양식,02  545 2010,서울특별시 강남구 신사동 534-10번지 ,"[37.5211054, 127.0222243]",78.64,20.69,38.075
1986,마이하노이,일식,02  549 2812,서울특별시 강남구 신사동 534-10번지 지상1층 ,"[37.5211054, 127.0222243]",72.28,29.6,42.403999999999996
1987,황가솥뚜껑삼겹살,한식,02  578 9043,서울특별시 강남구 도곡동 517-1 지하1층,"[37.4844066, 127.0445832]",50.51,77.78,69.59899999999999
1988,갯바위,한식,02  574 3600,서울특별시 강남구 도곡동 200-10번지 지상1층지하1층 ,"[37.4863918, 127.0442775]",75.83,35.18,47.375
1989,(주)반,한식,02  541 7253,서울특별시 강남구 신사동 666-4번지 지상2층 ,"[37.52448710000001, 127.0389248]",50.31,35.03,39.614000000000004
1990,용수사,일식,02  567 1516,서울특별시 강남구 대치동 942-5번지 지상2층 ,"[37.5057344, 127.0579281]",88.1,93.08,91.58599999999998
1991,에스프레소 바 시,패스트푸드,02 565  9271,서울특별시 강남구 삼성동 152-64번지 1~2층 ,"[37.5108677, 127.0558875]",71.27,90.68,84.857
1992,논골집,한식,02  565 9233,서울특별시 강남구 역삼동 776-22번지 지상1층 102103호 ,"[37.4950148, 127.0399246]",99.82,40.35,58.190999999999995
1993,아모르하우스,경양식,02  562 6936,서울특별시 강남구 역삼동 633-31번지 ,"[37.501716, 127.0315454]",96.39,5.21,32.564
1994,(주)오리온마켓오압구정점,한식,02  515 0105,서울특별시 강남구 논현동 91-6번지 지상1층(일부) 지상2층 ,"[37.5214918, 127.0354608]",86.65,89.63,88.73599999999999
1995,주식회사 예원아고라,경양식,02  515 9810,서울특별시 강남구 청담동 68-8번지 지하1층 ,"[37.5224387, 127.0547383]",69.66,52.62,57.732
1996,돈까스데이,통닭(치킨),02  512 9638,서울특별시 강남구 역삼동 681-39번지 소망빌라 ,"[37.5093205, 127.0292717]",83.77,21.4,40.111
1997,와쏘(Wasso),일식,02  429 7344,서울특별시 강남구 논현동 64-1번지 지상1층 ,"[37.5196656, 127.0311958]",60.12,86.15,78.341
1998,김밥마을,분식,02  34122692,서울특별시 강남구 일원동 681-0번지 지상1층 ,"[37.4907932, 127.082538]",60.36,64.2,63.048
1999,이태원천상,일식,02  512 3100,서울특별시 강남구 청담동 117-10번지 지상1층 ,"[37.5255487, 127.0477311]",96.32,11.76,37.128
2000,대가방 본점,중국식,02  544 6336,서울특별시 강남구 논현동 99-7번지 지상1층 ,"[37.5211149, 127.0385258]",77.4,58.9,64.45
2001,피자리움2호점,패스트푸드,02  62573915,서울특별시 강남구 신사동 554-0번지 지상1층 ,"[37.52151509999999, 127.0237133]",79.31,43.91,54.529999999999994
2002,골목길2,한식,02  517 4576,서울특별시 강남구 논현동 70-1번지 지상2층 ,"[37.51969709999999, 127.0337192]",70.33,90.05,84.134
2003,나주곰탕,분식,02  545 0879,서울특별시 강남구 논현동 89-19 지상1층,"[37.5150029, 127.0333193]",94.98,93.46,93.916
2004,오만복,한식,02  517 8854,서울특별시 강남구 신사동 661-10번지 .1층 ,"[37.5275573, 127.0392973]",61.78,58.69,59.617
2005,레트로아,경양식,02  30155000,서울특별시 강남구 청담동 4-1 피엔폴푸스 3층,"[37.5232858, 127.0441159]",79.23,8.46,29.691000000000003
2006,신전떡복이 수서역점,통닭(치킨),02  451 9278,서울특별시 강남구 수서동 712번지 한아름아파트상가동 103호,"[37.48915760000001, 127.1032373]",58.01,75.8,70.463
2007,본죽청담프리마점,한식,02  516 4588,서울특별시 강남구 청담동 125-22번지 1층 ,"[37.524692, 127.050277]",60.87,18.42,31.155
2008,톰버디,경양식,02  556 7794,서울특별시 강남구 역삼동 838-11번지 지하1층 ,"[37.4900797, 127.0326398]",62.55,98.47,87.69399999999999
2009,대청마루김치촌,한식,02  522 6074,서울특별시 강남구 개포동 13-3번지 대청타워 지하105호 ,"[37.49050829999999, 127.0792227]",96.42,1.44,29.933999999999997
2010,올리브팜스샤브시,뷔페식,02  554 2026,서울특별시 강남구 역삼동 814-6번지 지하1층 ,"[37.50166249999999, 127.0263628]",69.17,51.28,56.647000000000006
2011,말죽거리 옛날통닭,한식,02  571 3337,서울특별시 강남구 도곡동 957-11번지 지상1층 112~114호,"[37.4851386, 127.0358583]",62.17,52.18,55.17699999999999
2012,근이네 조개전골,한식,02  569 6098,서울특별시 강남구 도곡동 957-11번지 스타클래스상가117호 ,"[37.4851013, 127.035744]",50.53,48.06,48.800999999999995
2013,아셈참,한식,02  60020101,서울특별시 강남구 삼성동 159-1번지 한국무역종합센타 코엑스몰 A-5 ,"[37.51168500000001, 127.0593394]",60.95,5.19,21.918
2014,뱅뱅막국수,한식,02  34624848,서울특별시 강남구 도곡동 943-2 103호,"[37.4896145, 127.0328256]",77.67,88.56,85.29299999999999
2015,메머드 포스코사거리점,패스트푸드,02  568 7965,서울특별시 강남구 대치동 942-18번지 ,"[37.50610229999999, 127.0585207]",64.17,75.06,71.793
2016,밥맛나는세상,분식,02  569 1180,서울특별시 강남구 대치동 909-16번지 102호 ,"[37.5007356, 127.0529932]",52.8,86.87,76.649
2017,미스터차우 선릉점,경양식,02  539 8854,서울특별시 강남구 역삼동 708-36번지 ,"[37.5031695, 127.0493082]",55.37,91.91,80.94799999999998
2018,(주)에스에프이노베이션 스쿨푸드논현딜리버리점,한식,02  515 9657,서울특별시 강남구 논현동 236-3,"[37.5085395, 127.0363808]",50.6,81.18,72.006
2019,심재,경양식,02  574 7896,서울특별시 강남구 도곡동 423-2 지상1층,"[37.4837292, 127.0449367]",57.68,31.26,39.186
2020,벗,경양식,02  568 3007,서울특별시 강남구 역삼동 835-6번지 송현빌딩 지하1층 ,"[37.4912672, 127.0349106]",96.14,57.46,69.064
2021,화령,한식,02  518 2332,서울특별시 강남구 청담동 5-7 지상12층,"[37.5233855, 127.0454145]",61.28,85.31,78.101
2022,마실,경양식,02  501 7807,서울특별시 강남구 역삼동 789-16번지 지하1층 ,"[37.4945707, 127.0373938]",73.29,44.92,53.431
2023,돈주는 남자,한식,02  552 6225,서울특별시 강남구 삼성동 152-47번지 지상1층 ,"[37.5098797, 127.0563999]",60.57,23.51,34.628
2024,포메인선릉역점,분식,02  553 8300,서울특별시 강남구 역삼동 696-18번지 2층 ,"[37.5055164, 127.0477029]",68.95,64.87,66.094
2025,코코브루니압구정점,경양식,02  512 6058,서울특별시 강남구 신사동 666-10번지 나무빌딩1~2층 ,"[37.5239306, 127.0389605]",80.92,17.21,36.323
2026,해림원,한식,02  555 9961,서울특별시 강남구 삼성동 128-15번지 지상1.2층 ,"[37.5085254, 127.0549318]",59.57,70.36,67.12299999999999
2027,어미향,한식,02  548 7333,서울특별시 강남구 논현동 231-7번지 지하1층 ,"[37.5095436, 127.0366382]",68.33,93.78,86.145
2028,육본,한식,02  573 6588,서울특별시 강남구 개포동 1194-1번지 2층 ,"[37.4749175, 127.0479138]",72.81,29.44,42.451
2029,꼼씨네,경양식,02  20511560,서울특별시 강남구 역삼동 818-13번지 지상1층 ,"[37.4995109, 127.0282353]",62.16,41.12,47.431999999999995
2030,치킨 앤 펍,통닭(치킨),02  511 4060,서울특별시 강남구 신사동 620-1번지 105106호 ,"[37.5276282, 127.0313111]",53.44,67.81,63.498999999999995
2031,갓텐스시강남점,일식,02  20511560,서울특별시 강남구 역삼동 822-4번지 강남제일빌딩 1층 ,"[37.498794, 127.0289942]",57.29,21.44,32.19499999999999
2032,주식회사 송,일식,02  566 0606,서울특별시 강남구 삼성동 159-7번지 ,"[37.5086154, 127.0597808]",88.09,81.83,83.708
2033,보리비빔,한식,02  574 1221,서울특별시 강남구 개포동 1207-11번지 남도빌딩 지상1층 ,"[37.4739641, 127.0497985]",63.72,85.87,79.225
2034,카페드미욜,패스트푸드,02  511 0178,서울특별시 강남구 신사동 662-17번지 1층 ,"[37.5268672, 127.0390412]",80.49,6.88,28.962999999999997
2035,탄,일식,02  558 6671,서울특별시 강남구 역삼동 736-21번지 지상2층 ,"[37.4988369, 127.0345999]",59.51,8.64,23.900999999999996
2036,토가라시,한식,02  546 0308,서울특별시 강남구 논현동 37-1번지 지상1층 ,"[37.51459699999999, 127.0289786]",68.0,57.79,60.852999999999994
2037,강정희 간장새우,통닭(치킨),02  569 5892,서울특별시 강남구 대치동 897-26번지 지상1층 ,"[37.5028998, 127.0516279]",83.24,49.73,59.78299999999999
2038,요술 역삼점,일식,02  564 9939,서울특별시 강남구 역삼동 647-13번지 지하1층 ,"[37.5003682, 127.0334402]",64.98,99.24,88.96199999999999
2039,한우풍 학동로 직영식당,한식,02  34465155,서울특별시 강남구 논현동 115-14번지 지상1층 ,"[37.515827, 127.0360292]",64.67,52.87,56.41
2040,아비꼬카레,일식,02  514 3212,서울특별시 강남구 신사동 658 로데오현대상가 109호,"[37.5266796, 127.0372149]",87.1,66.84,72.91799999999999
2041,우남정,한식,02  563 5132,서울특별시 강남구 대치동 889-5번지 지하1층 118호 ,"[37.50438570000001, 127.0499612]",97.18,78.15,83.859
2042,피자홈,경양식,02  554 0054,서울특별시 강남구 역삼동 682-14번지 지하1층 ,"[37.5092941, 127.0435275]",65.23,83.14,77.767
2043,록스플레이트,분식,02  567 1535,서울특별시 강남구 대치동 1001-6번지 지하1층 ,"[37.5077721, 127.0648902]",81.01,69.37,72.862
2044,수라,한식,02  542 5653,서울특별시 강남구 압구정동 369-1번지 금강상가3동 1층115호 ,"[37.5328218, 127.0280273]",79.03,36.17,49.028
2045,곰형제네,한식,02  459 0733,서울특별시 강남구 수서동 726-4번지 이엠빌딩 지상1층 ,"[37.4867164, 127.1038585]",73.74,70.19,71.255
2046,십원집,한식,02  562 6745,서울특별시 강남구 역삼동 735-24번지 지상2층 ,"[37.4985118, 127.0340725]",50.92,1.37,16.235
2047,하츠코이 오카,한식,02  529 3646,서울특별시 강남구 도곡동 953-1번지 양재에스케이허브프리모 102111112호 ,"[37.485268, 127.034383]",69.61,81.54,77.961
2048,왕선왕족발보쌈,한식,02  543 9114,서울특별시 강남구 논현동 203-1번지 거평타운오피스텔 지하1층 109호 ,"[37.5058765, 127.0283552]",87.82,21.54,41.42399999999999
2049,22번가,경양식,02  558 2282,서울특별시 강남구 대치동 957-22번지 지상1층 ,"[37.5053256, 127.0589692]",91.03,58.06,67.951
2050,채원,중국식,02  555 6903,서울특별시 강남구 대치동 943-10번지 지하1층 ,"[37.5065281, 127.0590379]",72.65,76.41,75.282
2051,이태리부대찌개 강남역점,한식,02  552 1717,서울특별시 강남구 역삼동 826-36번지 지상2층 ,"[37.4957812, 127.0305058]",56.06,25.03,34.339
2052,돈생고기,한식,02  445 2958,서울특별시 강남구 일원동 682-7번지 지상1층 ,"[37.4910661, 127.0824103]",56.48,26.05,35.179
2053,교촌치킨 역삼1호점,통닭(치킨),02  566 9942,서울특별시 강남구 역삼동 837-15,"[37.4918553, 127.0321533]",86.76,24.23,42.989000000000004
2054,(주)커피빈코리아 뉴압구정점,패스트푸드,02  545 3181,서울특별시 강남구 신사동 570-12번지 지상1층 ,"[37.5243848, 127.0274138]",57.61,88.95,79.548
2055,뻘밭에핀꽃,패스트푸드,02  558 5828,서울특별시 강남구 삼성동 158-24번지 지하1층 ,"[37.5090435, 127.0583118]",87.93,23.35,42.724000000000004
2056,강산식당,한식,02  554 9871,서울특별시 강남구 역삼동 837-3번지 지하1층 ,"[37.4915299, 127.0315898]",80.89,21.75,39.492
2057,(주)장루하 달식탁,한식,02  535 5023,서울특별시 강남구 신사동 541-11번지 .지하1층 ,"[37.5190215, 127.0237719]",89.09,54.76,65.059
2058,별나라 콩다방,경양식,02  562 2112,서울특별시 강남구 대치동 904-19번지 지상1층 102호,"[37.5029476, 127.0562508]",78.08,70.11,72.501
2059,레드제플린,경양식,02  579 6282,서울특별시 강남구 도곡동 416-2번지 .지하1층 ,"[37.4852444, 127.0438907]",67.1,49.57,54.82899999999999
2060,선능설렁탕,한식,02  552 3224,서울특별시 강남구 역삼동 697-54번지 광진빌딩 지상1층 ,"[37.488712, 127.0335496]",94.03,73.05,79.344
2061,청담 오후,경양식,02  548 0505,서울특별시 강남구 청담동 40-32번지 지상2층 ,"[37.5181654, 127.0411484]",61.97,66.24,64.95899999999999
2062,슈퍼집,분식,02  540 1591,서울특별시 강남구 논현동 108-0번지 논현웰스톤상가 지하1층 109-1호 ,"[37.511206, 127.021728]",76.84,38.19,49.785
2063,밀박스,분식,02  508 3321,서울특별시 강남구 역삼동 819-4번지 지상1층 ,"[37.4994553, 127.0292471]",69.87,56.13,60.251999999999995
2064,아멜리에,한식,02  534 8790,서울특별시 강남구 수서동 716번지 사이룩스 동관동 104호,"[37.53954340000001, 126.9953786]",77.69,52.33,59.93799999999999
2065,보트르 메종,경양식,02  540 7330,서울특별시 강남구 청담동 3번지 청담스퀘어 지상2층 224호,"[37.5231159, 127.0419539]",81.96,36.81,50.355
2066,원당골,한식,02  558 6015,서울특별시 강남구 역삼동 746-7번지 지상1층 ,"[37.4970197, 127.0378328]",81.18,45.38,56.120000000000005
2067,라마다서울호텔 하늘정원,한식,02  62022010,서울특별시 강남구 삼성동 112-5번지 3층 ,"[37.5103037, 127.0452475]",76.29,99.12,92.271
2068,유명한 참숯닭갈비,한식,02  408 1045,서울특별시 강남구 역삼동 834-58번지 지상1층 ,"[37.4935791, 127.0354693]",59.63,50.88,53.504999999999995
2069,퓨전레스토랑미니미,일식,02  516 0210,서울특별시 강남구 신사동 627-11번지 포도빌딩 지하1층 ,"[37.523791, 127.0327154]",75.72,73.76,74.348
2070,봉화푸드,한식,02  568 0919,서울특별시 강남구 삼성동 162-7번지 지상1층 ,"[37.5146855, 127.064502]",57.05,9.99,24.107999999999997
2071,빠비뚜엡,경양식,02  515 7340,서울특별시 강남구 논현동 80-24번지 지상1~2층 ,"[37.5160072, 127.0300779]",75.97,99.64,92.53899999999999
2072,콩이지,중국식,02  544 2093,서울특별시 강남구 논현동 7-14번지 정안빌딩 4층 ,"[37.520162, 127.0272469]",73.42,47.64,55.373999999999995
2073,이딸라시안,경양식,02  733 2272,서울특별시 강남구 역삼동 813-10번지 ,"[37.5024807, 127.0268068]",69.26,35.95,45.943
2074,갤러리크레파스,경양식,02  501 1905,서울특별시 강남구 신사동 572-1 .지하1층,"[37.5248782, 127.0256143]",68.17,20.98,35.137
2075,파티오9,뷔페식,02  517 7070,서울특별시 강남구 논현동 66-24번지 지상8층지상9층 ,"[37.5182283, 127.0292143]",58.7,72.68,68.486
2076,애류헌,한식,02  34540022,서울특별시 강남구 청담동 96-6번지 지상1층 ,"[37.5254355, 127.045531]",88.41,45.08,58.07899999999999
2077,맥스,분식,02  34427343,서울특별시 강남구 논현동 232-3번지 지하1층 ,"[37.5091113, 127.0361099]",87.83,73.48,77.785
2078,해품초 삼성점,한식,02  565 4997,서울특별시 강남구 삼성동 154-11번지 엠타워 지하1층 ,"[37.5097159, 127.0581138]",56.09,30.54,38.205
2079,(주)더호바 압구정엑스,경양식,02  34485520,서울특별시 강남구 신사동 663-4번지 지상2층 ,"[37.5263214, 127.0380019]",87.74,97.14,94.32
2080,차숙이 갈비,한식,02  548 9757,서울특별시 강남구 논현동 121번지 ,"[37.51108000000001, 127.0226118]",88.57,90.95,90.23599999999999
2081,고메스테이크 논현점,한식,02 545 2455,서울특별시 강남구 논현동 95-22번지 현대빌딩 2층 ,"[37.5216247, 127.0384927]",80.03,34.31,48.025999999999996
2082,동해김명자낙지마당,한식,02  579 7001,서울특별시 강남구 개포동 1228-4 지상1층,"[37.4754004, 127.0473491]",70.18,91.42,85.048
2083,고래불,한식,02  566 3677,서울특별시 강남구 역삼동 828-52번지 지하1층1층2층 ,"[37.49623649999999, 127.0339424]",67.83,53.1,57.519000000000005
2084,일도씨 닭갈비[역삼점],경양식,02  567 0701,서울특별시 강남구 역삼동 638-13번지 1층 ,"[37.5019318, 127.0330389]",57.68,31.6,39.424
2085,고래감자탕 신사점,한식,02  544 2448,서울특별시 강남구 신사동 510-11,"[37.518739, 127.0206714]",90.0,85.05,86.535
2086,임창정의 소주한잔 청담점,한식,02  540 2376,서울특별시 강남구 청담동 49-8 1층 13-14호,"[37.5239867, 127.0492375]",98.38,67.71,76.91099999999999
2087,다이몬키친 역삼점,일식,02  554 9619,서울특별시 강남구 역삼동 736-41번지 지상1층 ,"[37.4991948, 127.0352919]",54.67,4.33,19.432
2088,호야(好夜),한식,02  543 7703,서울특별시 강남구 신사동 510-11번지 지상1층(47-1호) ,"[37.518739, 127.0206714]",68.99,99.85,90.592
2089,촌빨,한식,02  34126721,서울특별시 강남구 역삼동 721-3번지 지상1층 ,"[37.5007071, 127.0427515]",90.86,54.31,65.27499999999999
2090,어전,일식,02  555 7477,서울특별시 강남구 대치동 956-18번지 지상1층101호 ,"[37.5057023, 127.0596669]",92.3,7.06,32.632
2091,치킨매니아,통닭(치킨),02  64065331,서울특별시 강남구 역삼동 823-16번지 ,"[37.4976447, 127.0324914]",77.68,66.08,69.56
2092,스코파 더 쉐프(Scopa the chef),패스트푸드,02  515 8885,서울특별시 강남구 청담동 123-53번지 2층 ,"[37.5255162, 127.0507465]",88.45,20.08,40.590999999999994
2093,칠(Chill),경양식,02  540 3409,서울특별시 강남구 논현동 166-2번지 지하1층 ,"[37.5077909, 127.0243332]",70.31,92.69,85.976
2094,어죽이네철렵국,한식,02  567 4884,서울특별시 강남구 대치동 945-28번지 지하1층 ,"[37.5072584, 127.0613541]",56.31,11.5,24.942999999999998
2095,장호왕곱창,한식,02  558 0887,서울특별시 강남구 역삼동 739-5번지 지상3층 ,"[37.4987464, 127.036095]",96.55,48.73,63.07599999999999
2096,오징어광장,한식,02  42771969,서울특별시 강남구 역삼동 831-30번지 지상1층101호 ,"[37.4946538, 127.0305905]",64.79,48.86,53.638999999999996
2097,(주)젠하이더웨이묵전,한식,02  24125016,서울특별시 강남구 신사동 645-11번지 지하1지상1~2층 ,"[37.5260554, 127.0353364]",88.19,18.37,39.315999999999995
2098,돈나라족발,한식,02  555 1404,서울특별시 강남구 논현동 194-3번지 지상1층 ,"[37.5068696, 127.0298602]",77.55,49.64,58.01299999999999
2099,바른식탁,한식,02  5556966,서울특별시 강남구 삼성동 157-16번지 지하1층 ,"[37.5083637, 127.057135]",65.93,4.37,22.838
2100,망고식스청담점,패스트푸드,02  515 7266,서울특별시 강남구 청담동 3-21번지 지상1층 ,"[37.5228125, 127.0416309]",98.69,65.43,75.408
2101,투썸플레이스 강남대륭타워점,경양식,02  538 2369,서울특별시 강남구 역삼동 826-20번지 대륭타워1층 ,"[37.4953858, 127.0293408]",60.39,2.54,19.895
2102,삼청동 뚝배기,한식,02  544 5583,서울특별시 강남구 논현동 278-3번지 나동 지하1층 ,"[37.5104745, 127.0429752]",96.0,76.35,82.24499999999999
2103,죠스떡볶이,김밥(도시락),02  567 1716,서울특별시 강남구 역삼동 818번지 지상1층 ,"[37.506688, 127.0410111]",97.26,93.89,94.901
2104,투썸플레이스 압구정CGV,패스트푸드,02  517 2377,서울특별시 강남구 신사동 602번지 지상1층 ,"[37.5242994, 127.0294095]",55.76,92.97,81.80699999999999
2105,비비드빈(VIVID BEAN),까페,02  549 5823,서울특별시 강남구 논현동 61-19번지 103호,"[37.5198002, 127.0309157]",75.3,17.06,34.532
2106,육갑식당,한식,02  514 5837,서울특별시 강남구 논현동 141-7번지 세일빌딩 1층 102호 ,"[37.5142477, 127.0296799]",50.16,74.77,67.38699999999999
2107,본가 대치점,한식,02  34126721,서울특별시 강남구 대치동 629-0번지 지하1층 ,"[37.4927153, 127.0585168]",82.17,54.18,62.577
2108,청담돈가스,경양식,02  34436947,서울특별시 강남구 역삼동 826-37번지 쌍용플래티넘밸류 ,"[37.4954056, 127.0304109]",67.48,98.69,89.327
2109,초밥집,분식,02  543 5211,서울특별시 강남구 청담동 133-6번지 지상1층 110호 ,"[37.5209254, 127.0576104]",58.06,20.36,31.669999999999998
2110,이티(ET),경양식,02  511 0965,서울특별시 강남구 청담동 84-1번지 ,"[37.5267597, 127.0407104]",92.59,25.96,45.949
2111,메가박스중앙(주)코엑스지점 콤보익스프레스,패스트푸드,02  60021262,서울특별시 강남구 삼성동 159-0번지 무역센타 지하2층 ,"[37.51168500000001, 127.0593394]",75.45,36.42,48.129000000000005
2112,트래픽,경양식,02  512 1590,서울특별시 강남구 신사동 662-8번지 ,"[37.5273392, 127.0385171]",50.14,90.52,78.40599999999999
2113,몰타참치,한식,02  508 7861,서울특별시 강남구 대치동 891-46번지 브이앤에스빌딩 2층 ,"[37.5080781, 127.0343813]",89.75,44.16,57.836999999999996
2114,스케치북,경양식,02  541 6683,서울특별시 강남구 삼성동 53번지 성일빌딩 ,"[37.5186531, 127.0514359]",85.06,42.18,55.044
2115,나미루라멘,분식,02  20407009,서울특별시 강남구 수서동 713번지 ,"[37.4879855, 127.1017774]",93.51,18.63,41.094
2116,멍텅구리 꼼장어,한식,02  555 5733,서울특별시 강남구 삼성동 44-15,"[37.5118249, 127.0484077]",55.23,64.05,61.403999999999996
2117,으뜸분식,분식,02 5163260,서울특별시 강남구 역삼동 681-30번지 지상1층 ,"[37.5087851, 127.0415331]",69.31,61.93,64.144
2118,팔초어,통닭(치킨),02  540 2282,서울특별시 강남구 신사동 541-14번지 .201호 ,"[37.5188361, 127.0235899]",61.29,5.47,22.216
2119,옹기미가,한식,02  529 1615,서울특별시 강남구 개포동 169-12번지 지상1층 ,"[37.4833225, 127.0606394]",53.45,42.15,45.53999999999999
2120,연스시,일식,02  501 4411,서울특별시 강남구 역삼동 677-6번지 번지 지하1층 ,"[37.5031143, 127.040374]",58.5,16.52,29.113999999999997
2121,명품생대구탕전문점(참치),일식,02  577 4888,서울특별시 강남구 도곡동 957-11번지 극동스타클래스 111호 ,"[37.4851013, 127.035744]",99.87,76.63,83.60199999999999
2122,솟대,경양식,02  514 7179,서울특별시 강남구 신사동 660-8번지 한양상가201202호 ,"[37.5280961, 127.0380481]",51.93,9.03,21.9
2123,장모님이떴다,한식,02  553 8267,서울특별시 강남구 역삼동 607-4,"[37.5055445, 127.0338586]",87.34,24.76,43.534000000000006
2124,제주보쌈아강족발,한식,02  566 3838,서울특별시 강남구 역삼동 705-15번지 1층 ,"[37.505152, 127.047636]",59.34,52.0,54.202
